folio,section,currier,token,nucleus
f37r,herbal,A,otalshor,sh
f37r,herbal,A,sheor,sh
f37r,herbal,A,ykchody,ch
f37r,herbal,A,qotchy,ch
f37r,herbal,A,chy,ch
f37r,herbal,A,qotordyotcho,ch
f37r,herbal,A,kchochor,ch
f37r,herbal,A,dchor,ch
f37r,herbal,A,chy,ch
f37r,herbal,A,shy,sh
f37r,herbal,A,daiinychey,ch
f37r,herbal,A,okchor,ch
f37v,herbal,A,tshody,sh
f37v,herbal,A,chopdain,ch
f37v,herbal,A,chol,ch
f37v,herbal,A,orchochor,ch
f37v,herbal,A,qokchon,ch
f37v,herbal,A,shy,sh
f37v,herbal,A,chon,ch
f37v,herbal,A,dshor,sh
f37v,herbal,A,dshor,sh
f37v,herbal,A,dchor,ch
f37v,herbal,A,ykchon,ch
f37v,herbal,A,ytchor,ch
f37v,herbal,A,qotchor,ch
f37v,herbal,A,choiin,ch
f37v,herbal,A,chetchy,ch
f37v,herbal,A,chor,ch
f37v,herbal,A,sho,sh
f37v,herbal,A,chey,ch
f37v,herbal,A,choror,ch
f37v,herbal,A,chor,ch
f37v,herbal,A,shyly,sh
f37v,herbal,A,sheaiin,sh
f37v,herbal,A,cheoky,ch
f37v,herbal,A,chotaiin,ch
f37v,herbal,A,sokchor,ch
f37v,herbal,A,choy,ch
f37v,herbal,A,oshctho,sh
f37v,herbal,A,choy,ch
f37v,herbal,A,chol,ch
f38r,herbal,A,chockhyoky,ch
f38r,herbal,A,choiin,ch
f38r,herbal,A,okshol,sh
f38r,herbal,A,okshey,sh
f38r,herbal,A,chodysytoiin,ch
f38r,herbal,A,kchol,ch
f38r,herbal,A,chokokor,ch
f38r,herbal,A,ychok,ch
f38r,herbal,A,chey,ch
f38r,herbal,A,chckhchy,ch
f38r,herbal,A,chko,ch
f38r,herbal,A,chey,ch
f38r,herbal,A,kainchor,ch
f38r,herbal,A,ysho,sh
f38r,herbal,A,sho,sh
f38r,herbal,A,chochor,ch
f38v,herbal,A,okchop,ch
f38v,herbal,A,chol,ch
f38v,herbal,A,shotol,sh
f38v,herbal,A,schor,ch
f38v,herbal,A,choiin,ch
f38v,herbal,A,shey,sh
f38v,herbal,A,sho,sh
f38v,herbal,A,chol,ch
f38v,herbal,A,chotey,ch
f38v,herbal,A,chol,ch
f38v,herbal,A,dodycheod,ch
f38v,herbal,A,chody,ch
f38v,herbal,A,sho,sh
f38v,herbal,A,chy,ch
f38v,herbal,A,char,ch
f38v,herbal,A,chokaiin,ch
f39r,herbal,B,chdain,ch
f39r,herbal,B,shey,sh
f39r,herbal,B,fshy,sh
f39r,herbal,B,cheepaiin,ch
f39r,herbal,B,shey,sh
f39r,herbal,B,olchey,ch
f39r,herbal,B,cheky,ch
f39r,herbal,B,shekshey,sh
f39r,herbal,B,chy,ch
f39r,herbal,B,chdy,ch
f39r,herbal,B,shckhey,sh
f39r,herbal,B,qokalchdy,ch
f39r,herbal,B,chekaiin,ch
f39r,herbal,B,checkhy,ch
f39r,herbal,B,darshed,sh
f39r,herbal,B,cheey,ch
f39r,herbal,B,tchedy,ch
f39r,herbal,B,chdy,ch
f39r,herbal,B,chedy,ch
f39r,herbal,B,chol,ch
f39r,herbal,B,chees,ch
f39r,herbal,B,okalcheg,ch
f39r,herbal,B,dchdy,ch
f39r,herbal,B,chdy,ch
f39r,herbal,B,pchdaiin,ch
f39r,herbal,B,she,sh
f39r,herbal,B,qofchedy,ch
f39r,herbal,B,shedy,sh
f39r,herbal,B,kchdy,ch
f39r,herbal,B,opchekaiin,ch
f39r,herbal,B,shoy,sh
f39r,herbal,B,shdalo,sh
f39r,herbal,B,dchdar,ch
f39r,herbal,B,chedy,ch
f39r,herbal,B,cholal,ch
f39r,herbal,B,chdy,ch
f39r,herbal,B,chckhdy,ch
f39r,herbal,B,lchedy,ch
f39r,herbal,B,shedy,sh
f39r,herbal,B,chkeey,ch
f39r,herbal,B,fchedy,ch
f39r,herbal,B,chy,ch
f39r,herbal,B,chckhy,ch
f39r,herbal,B,tchedy,ch
f39r,herbal,B,shol,sh
f39r,herbal,B,shdaiin,sh
f39r,herbal,B,pchdar,ch
f39r,herbal,B,shedy,sh
f39r,herbal,B,shedy,sh
f39r,herbal,B,dshdy,sh
f39r,herbal,B,chdy,ch
f39r,herbal,B,cheol,ch
f39r,herbal,B,tolchdaiin,ch
f39r,herbal,B,chckhy,ch
f39r,herbal,B,chls,ch
f39r,herbal,B,ches,ch
f39r,herbal,B,chdar,ch
f39r,herbal,B,shey,sh
f39r,herbal,B,chor,ch
f39r,herbal,B,sheolkedy,sh
f39r,herbal,B,shckhy,sh
f39r,herbal,B,chekl,ch
f39r,herbal,B,chedy,ch
f39r,herbal,B,chdam,ch
f39r,herbal,B,cheol,ch
f39r,herbal,B,ofcheefar,ch
f39r,herbal,B,cholkal,ch
f39v,herbal,B,chdy,ch
f39v,herbal,B,sheykaiiin,sh
f39v,herbal,B,ofchy,ch
f39v,herbal,B,oshdy,sh
f39v,herbal,B,shy,sh
f39v,herbal,B,chol,ch
f39v,herbal,B,kchdy,ch
f39v,herbal,B,chdy,ch
f39v,herbal,B,chor,ch
f39v,herbal,B,fchody,ch
f39v,herbal,B,chody,ch
f39v,herbal,B,cheor,ch
f39v,herbal,B,chodal,ch
f39v,herbal,B,shky,sh
f39v,herbal,B,sheky,sh
f39v,herbal,B,ofchy,ch
f39v,herbal,B,okchey,ch
f39v,herbal,B,shor,sh
f39v,herbal,B,cho,ch
f39v,herbal,B,shody,sh
f39v,herbal,B,shedy,sh
f39v,herbal,B,sheedy,sh
f39v,herbal,B,aldshek,sh
f39v,herbal,B,chek,ch
f39v,herbal,B,qokchy,ch
f39v,herbal,B,cheor,ch
f39v,herbal,B,ydamshody,sh
f39v,herbal,B,shd,sh
f39v,herbal,B,kshy,sh
f39v,herbal,B,chdy,ch
f39v,herbal,B,fchorqokain,ch
f39v,herbal,B,sheedy,sh
f39v,herbal,B,olchef,ch
f39v,herbal,B,chedy,ch
f39v,herbal,B,shekam,sh
f39v,herbal,B,chlykeedy,ch
f39v,herbal,B,chckhy,ch
f39v,herbal,B,chd,ch
f39v,herbal,B,cheodal,ch
f39v,herbal,B,okedylchdy,ch
f39v,herbal,B,cholody,ch
f40r,herbal,B,pchey,ch
f40r,herbal,B,shdy,sh
f40r,herbal,B,opches,ch
f40r,herbal,B,darykchey,ch
f40r,herbal,B,chedy,ch
f40r,herbal,B,shy,sh
f40r,herbal,B,chdy,ch
f40r,herbal,B,chckhdotor,ch
f40r,herbal,B,okolchy,ch
f40r,herbal,B,chekody,ch
f40r,herbal,B,chedy,ch
f40r,herbal,B,qokchd,ch
f40r,herbal,B,shok,sh
f40r,herbal,B,lshedy,sh
f40r,herbal,B,chdy,ch
f40r,herbal,B,chekaiin,ch
f40r,herbal,B,okyycheey,ch
f40r,herbal,B,ksheo,sh
f40r,herbal,B,aigkcheo,ch
f40r,herbal,B,chefal,ch
f40r,herbal,B,olcheey,ch
f40r,herbal,B,chdyychey,ch
f40v,herbal,B,pchedain,ch
f40v,herbal,B,chefaiin,ch
f40v,herbal,B,ch,ch
f40v,herbal,B,chckhy,ch
f40v,herbal,B,chedy,ch
f40v,herbal,B,shody,sh
f40v,herbal,B,chedy,ch
f40v,herbal,B,chodaiin,ch
f40v,herbal,B,chkalykedy,ch
f40v,herbal,B,tchy,ch
f40v,herbal,B,pchody,ch
f40v,herbal,B,pchdy,ch
f40v,herbal,B,tchkaiin,ch
f40v,herbal,B,tchedy,ch
f40v,herbal,B,schedy,ch
f40v,herbal,B,chedy,ch
f40v,herbal,B,ycheekeey,ch
f40v,herbal,B,chedy,ch
f40v,herbal,B,olfchedy,ch
f40v,herbal,B,chefain,ch
f40v,herbal,B,lchey,ch
f40v,herbal,B,kchedy,ch
f40v,herbal,B,qokchdy,ch
f40v,herbal,B,chdy,ch
f40v,herbal,B,qokchey,ch
f40v,herbal,B,ckhysheod,sh
f40v,herbal,B,shol,sh
f40v,herbal,B,tochey,ch
f40v,herbal,B,chckhy,ch
f40v,herbal,B,pchedy,ch
f40v,herbal,B,chetar,ch
f41r,herbal,B,pshey,sh
f41r,herbal,B,seekeeeyopshes,sh
f41r,herbal,B,opchd,ch
f41r,herbal,B,qotchedy,ch
f41r,herbal,B,shkakeedy,sh
f41r,herbal,B,alshey,sh
f41r,herbal,B,kesh,sh
f41r,herbal,B,ycheoky,ch
f41r,herbal,B,chpy,ch
f41r,herbal,B,ychdykchdyqokedy,ch
f41r,herbal,B,cheky,ch
f41r,herbal,B,chdchy,ch
f41r,herbal,B,ytcheeky,ch
f41r,herbal,B,ypchedy,ch
f41r,herbal,B,schdyytedy,ch
f41r,herbal,B,chees,ch
f41r,herbal,B,qotchy,ch
f41r,herbal,B,kchdydchedy,ch
f41r,herbal,B,dchedy,ch
f41r,herbal,B,shedey,sh
f41r,herbal,B,polchedy,ch
f41r,herbal,B,chekedy,ch
f41r,herbal,B,yteychkeeodypchedpy,ch
f41r,herbal,B,shepy,sh
f41r,herbal,B,shedy,sh
f41r,herbal,B,parchdy,ch
f41r,herbal,B,kchey,ch
f41r,herbal,B,chkedy,ch
f41r,herbal,B,chedy,ch
f41r,herbal,B,chedy,ch
f41r,herbal,B,chckhy,ch
f41r,herbal,B,lchdyqokedy,ch
f41r,herbal,B,chekedy,ch
f41r,herbal,B,chekedy,ch
f41r,herbal,B,chedychckheody,ch
f41r,herbal,B,chekol,ch
f41r,herbal,B,cheo,ch
f41r,herbal,B,sshok,sh
f41r,herbal,B,shedy,sh
f41r,herbal,B,qekchdy,ch
f41r,herbal,B,dchdaldyykedy,ch
f41r,herbal,B,chekeedy,ch
f41r,herbal,B,cheked,ch
f41v,herbal,B,pcheody,ch
f41v,herbal,B,qofcheepy,ch
f41v,herbal,B,ofchdy,ch
f41v,herbal,B,cfhekchdyypchedy,ch
f41v,herbal,B,chepchefy,ch
f41v,herbal,B,dshedy,sh
f41v,herbal,B,tchey,ch
f41v,herbal,B,shekey,sh
f41v,herbal,B,choy,ch
f41v,herbal,B,sheols,sh
f41v,herbal,B,ycheos,ch
f41v,herbal,B,olchey,ch
f41v,herbal,B,cholalaiinoteedy,ch
f41v,herbal,B,cheos,ch
f41v,herbal,B,chdalykeo,ch
f41v,herbal,B,chedy,ch
f42r,herbal,A,otcheey,ch
f42r,herbal,A,pchear,ch
f42r,herbal,A,char,ch
f42r,herbal,A,cheky,ch
f42r,herbal,A,otshaiin,sh
f42r,herbal,A,toshy,sh
f42r,herbal,A,chotar,ch
f42r,herbal,A,chain,ch
f42r,herbal,A,shor,sh
f42r,herbal,A,chetar,ch
f42r,herbal,A,chotais,ch
f42r,herbal,A,chockhy,ch
f42r,herbal,A,chotor,ch
f42r,herbal,A,chy,ch
f42r,herbal,A,pcho,ch
f42r,herbal,A,chy,ch
f42r,herbal,A,kshaiin,sh
f42r,herbal,A,shotaiin,sh
f42r,herbal,A,cham,ch
f42r,herbal,A,shan,sh
f42r,herbal,A,yshol,sh
f42r,herbal,A,chees,ch
f42r,herbal,A,shor,sh
f42r,herbal,A,shol,sh
f42r,herbal,A,char,ch
f42r,herbal,A,qotchar,ch
f42r,herbal,A,otchol,ch
f42r,herbal,A,kchodan,ch
f42r,herbal,A,chkchory,ch
f42r,herbal,A,choty,ch
f42r,herbal,A,ksheo,sh
f42r,herbal,A,cho,ch
f42r,herbal,A,chody,ch
f42r,herbal,A,shol,sh
f42r,herbal,A,darchy,ch
f42r,herbal,A,dcheey,ch
f42r,herbal,A,chol,ch
f42r,herbal,A,shol,sh
f42r,herbal,A,chokaiin,ch
f42r,herbal,A,choeky,ch
f42r,herbal,A,shol,sh
f42r,herbal,A,shot,sh
f42r,herbal,A,shol,sh
f42r,herbal,A,shol,sh
f42r,herbal,A,scheam,ch
f42r,herbal,A,sho,sh
f42r,herbal,A,kshey,sh
f42r,herbal,A,choty,ch
f42r,herbal,A,chdain,ch
f42r,herbal,A,chodaiin,ch
f42r,herbal,A,pchody,ch
f42r,herbal,A,otshey,sh
f42r,herbal,A,sheor,sh
f42r,herbal,A,shaiin,sh
f42r,herbal,A,tsh,sh
f42r,herbal,A,olchy,ch
f42r,herbal,A,sholy,sh
f42r,herbal,A,shotol,sh
f42r,herbal,A,shol,sh
f42r,herbal,A,chety,ch
f42r,herbal,A,chokchy,ch
f42r,herbal,A,chkaiin,ch
f42r,herbal,A,cthochy,ch
f42r,herbal,A,shy,sh
f42r,herbal,A,kshes,sh
f42r,herbal,A,chorain,ch
f42r,herbal,A,otchoty,ch
f42r,herbal,A,chot,ch
f42r,herbal,A,sho,sh
f42r,herbal,A,shol,sh
f42r,herbal,A,chol,ch
f42r,herbal,A,shoky,sh
f42r,herbal,A,sho,sh
f42r,herbal,A,chol,ch
f42r,herbal,A,shol,sh
f42r,herbal,A,chal,ch
f42r,herbal,A,shol,sh
f42r,herbal,A,chol,ch
f42r,herbal,A,chol,ch
f42r,herbal,A,shol,sh
f42r,herbal,A,kchaiin,ch
f42r,herbal,A,chos,ch
f42r,herbal,A,choro,ch
f42r,herbal,A,chaiin,ch
f42r,herbal,A,okchol,ch
f42r,herbal,A,shol,sh
f42r,herbal,A,kolschees,ch
f42v,herbal,A,cho,ch
f42v,herbal,A,sheey,sh
f42v,herbal,A,qocho,ch
f42v,herbal,A,chor,ch
f42v,herbal,A,dshey,sh
f42v,herbal,A,tchey,ch
f42v,herbal,A,kchey,ch
f42v,herbal,A,chtchy,ch
f42v,herbal,A,sho,sh
f42v,herbal,A,chotody,ch
f42v,herbal,A,chotol,ch
f42v,herbal,A,chol,ch
f42v,herbal,A,choldl,ch
f42v,herbal,A,chcthy,ch
f42v,herbal,A,qotchy,ch
f42v,herbal,A,chkchy,ch
f42v,herbal,A,dyodaiilykchy,ch
f42v,herbal,A,chokeeo,ch
f42v,herbal,A,chey,ch
f42v,herbal,A,chetans,ch
f42v,herbal,A,chetaiin,ch
f42v,herbal,A,cheotcharsysaiin,ch
f42v,herbal,A,chok,ch
f42v,herbal,A,sheo,sh
f42v,herbal,A,posheor,sh
f42v,herbal,A,sho,sh
f42v,herbal,A,char,ch
f42v,herbal,A,chekchey,ch
f42v,herbal,A,qokodsho,sh
f42v,herbal,A,rchy,ch
f42v,herbal,A,schor,ch
f42v,herbal,A,okchey,ch
f42v,herbal,A,chy,ch
f42v,herbal,A,shol,sh
f42v,herbal,A,cheaiinchy,ch
f42v,herbal,A,tcheeb,ch
f42v,herbal,A,kchol,ch
f42v,herbal,A,cheal,ch
f42v,herbal,A,eoldshey,sh
f42v,herbal,A,chotcheey,ch
f42v,herbal,A,chol,ch
f42v,herbal,A,chaiin,ch
f42v,herbal,A,oteeaiinchkchy,ch
f42v,herbal,A,sho,sh
f42v,herbal,A,chey,ch
f42v,herbal,A,shey,sh
f42v,herbal,A,chey,ch
f42v,herbal,A,daiinchokeey,ch
f42v,herbal,A,chy,ch
f42v,herbal,A,kchy,ch
f42v,herbal,A,cholysarar,ch
f42v,herbal,A,chokey,ch
f42v,herbal,A,chol,ch
f43r,herbal,B,ofchtar,ch
f43r,herbal,B,chcphedy,ch
f43r,herbal,B,shol,sh
f43r,herbal,B,chety,ch
f43r,herbal,B,otchdy,ch
f43r,herbal,B,she,sh
f43r,herbal,B,shy,sh
f43r,herbal,B,chky,ch
f43r,herbal,B,she,sh
f43r,herbal,B,kalchdy,ch
f43r,herbal,B,cholky,ch
f43r,herbal,B,chedy,ch
f43r,herbal,B,chedy,ch
f43r,herbal,B,shekody,sh
f43r,herbal,B,choetchy,ch
f43r,herbal,B,kchedy,ch
f43r,herbal,B,chedy,ch
f43r,herbal,B,cheody,ch
f43r,herbal,B,cheolkeepchy,ch
f43r,herbal,B,pshesy,sh
f43r,herbal,B,kshdy,sh
f43r,herbal,B,opchdy,ch
f43r,herbal,B,chdy,ch
f43r,herbal,B,shoy,sh
f43r,herbal,B,pchdy,ch
f43r,herbal,B,ytchedy,ch
f43r,herbal,B,chedy,ch
f43r,herbal,B,cheody,ch
f43r,herbal,B,shy,sh
f43r,herbal,B,sheeeky,sh
f43r,herbal,B,chedy,ch
f43r,herbal,B,shy,sh
f43r,herbal,B,dshedy,sh
f43r,herbal,B,cheey,ch
f43r,herbal,B,pshdar,sh
f43r,herbal,B,shed,sh
f43r,herbal,B,yfchdy,ch
f43r,herbal,B,opchdy,ch
f43r,herbal,B,ytchedy,ch
f43r,herbal,B,shol,sh
f43r,herbal,B,shody,sh
f43r,herbal,B,shdy,sh
f43r,herbal,B,shd,sh
f43r,herbal,B,cheky,ch
f43r,herbal,B,shol,sh
f43r,herbal,B,shedy,sh
f43r,herbal,B,shedy,sh
f43r,herbal,B,tshed,sh
f43r,herbal,B,qosheckhey,sh
f43r,herbal,B,shodody,sh
f43r,herbal,B,chckhy,ch
f43r,herbal,B,checkhy,ch
f43r,herbal,B,choteey,ch
f43r,herbal,B,chy,ch
f43r,herbal,B,chokoraiin,ch
f43v,herbal,B,dalteoshy,sh
f43v,herbal,B,sheet,sh
f43v,herbal,B,shedy,sh
f43v,herbal,B,chedy,ch
f43v,herbal,B,chesy,ch
f43v,herbal,B,kchdy,ch
f43v,herbal,B,chocthy,ch
f43v,herbal,B,chky,ch
f43v,herbal,B,chdy,ch
f43v,herbal,B,chey,ch
f43v,herbal,B,chees,ch
f43v,herbal,B,shy,sh
f43v,herbal,B,chey,ch
f43v,herbal,B,checkhy,ch
f43v,herbal,B,qokchedy,ch
f43v,herbal,B,chcthdy,ch
f43v,herbal,B,chtey,ch
f43v,herbal,B,tolkchdy,ch
f43v,herbal,B,shedy,sh
f43v,herbal,B,shedy,sh
f43v,herbal,B,pchdol,ch
f43v,herbal,B,ytshedy,sh
f43v,herbal,B,chedy,ch
f43v,herbal,B,chcthy,ch
f43v,herbal,B,ochedy,ch
f43v,herbal,B,chedy,ch
f43v,herbal,B,chody,ch
f43v,herbal,B,sheody,sh
f43v,herbal,B,chef,ch
f43v,herbal,B,ytchdy,ch
f43v,herbal,B,tarchor,ch
f43v,herbal,B,chdy,ch
f43v,herbal,B,chepy,ch
f43v,herbal,B,ypchey,ch
f43v,herbal,B,pchedy,ch
f43v,herbal,B,ysheey,sh
f43v,herbal,B,cheody,ch
f43v,herbal,B,sheo,sh
f43v,herbal,B,chckhy,ch
f43v,herbal,B,chdy,ch
f43v,herbal,B,choty,ch
f43v,herbal,B,she,sh
f43v,herbal,B,yshee,sh
f43v,herbal,B,chey,ch
f43v,herbal,B,chedy,ch
f43v,herbal,B,dshedy,sh
f43v,herbal,B,chekcheey,ch
f43v,herbal,B,cheetam,ch
f43v,herbal,B,chedy,ch
f43v,herbal,B,chedal,ch
f43v,herbal,B,cheky,ch
f43v,herbal,B,choal,ch
f43v,herbal,B,chedy,ch
f43v,herbal,B,chy,ch
f43v,herbal,B,chey,ch
f44r,herbal,A,tshodpy,sh
f44r,herbal,A,ypsholy,sh
f44r,herbal,A,shy,sh
f44r,herbal,A,ydsh,sh
f44r,herbal,A,okchey,ch
f44r,herbal,A,qykchey,ch
f44r,herbal,A,dchy,ch
f44r,herbal,A,kshotol,sh
f44r,herbal,A,ychor,ch
f44r,herbal,A,ykchey,ch
f44r,herbal,A,ykchy,ch
f44r,herbal,A,chody,ch
f44r,herbal,A,shysho,sh
f44r,herbal,A,char,ch
f44r,herbal,A,cheeky,ch
f44r,herbal,A,sheey,sh
f44r,herbal,A,dshor,sh
f44r,herbal,A,tchol,ch
f44r,herbal,A,shy,sh
f44r,herbal,A,cheekchy,ch
f44r,herbal,A,qotchy,ch
f44r,herbal,A,otchy,ch
f44r,herbal,A,shol,sh
f44r,herbal,A,qotshy,sh
f44r,herbal,A,chom,ch
f44r,herbal,A,pshy,sh
f44r,herbal,A,opchey,ch
f44r,herbal,A,qopchy,ch
f44r,herbal,A,ofchey,ch
f44r,herbal,A,sholos,sh
f44r,herbal,A,ykchy,ch
f44r,herbal,A,otchol,ch
f44r,herbal,A,dchckhy,ch
f44r,herbal,A,qotchy,ch
f44r,herbal,A,qokchy,ch
f44r,herbal,A,qokchor,ch
f44r,herbal,A,okchy,ch
f44r,herbal,A,choky,ch
f44r,herbal,A,choky,ch
f44r,herbal,A,chol,ch
f44r,herbal,A,ytsho,sh
f44r,herbal,A,okchody,ch
f44v,herbal,A,tsho,sh
f44v,herbal,A,qotshy,sh
f44v,herbal,A,chor,ch
f44v,herbal,A,shol,sh
f44v,herbal,A,qotshol,sh
f44v,herbal,A,cheol,ch
f44v,herbal,A,qokchain,ch
f44v,herbal,A,otchol,ch
f44v,herbal,A,shol,sh
f44v,herbal,A,okchor,ch
f44v,herbal,A,shcthy,sh
f44v,herbal,A,shaiin,sh
f44v,herbal,A,shor,sh
f44v,herbal,A,shorody,sh
f44v,herbal,A,shky,sh
f44v,herbal,A,sho,sh
f44v,herbal,A,tchy,ch
f44v,herbal,A,opchod,ch
f44v,herbal,A,shol,sh
f44v,herbal,A,ykchor,ch
f44v,herbal,A,otchy,ch
f44v,herbal,A,ytchear,ch
f44v,herbal,A,kchain,ch
f44v,herbal,A,otchol,ch
f44v,herbal,A,tchaiin,ch
f44v,herbal,A,cheol,ch
f44v,herbal,A,tsheody,sh
f44v,herbal,A,shol,sh
f44v,herbal,A,shey,sh
f44v,herbal,A,dshor,sh
f44v,herbal,A,chcthy,ch
f44v,herbal,A,lsho,sh
f44v,herbal,A,qokchy,ch
f44v,herbal,A,tshy,sh
f44v,herbal,A,chol,ch
f44v,herbal,A,chol,ch
f44v,herbal,A,choky,ch
f44v,herbal,A,ychey,ch
f44v,herbal,A,chaiin,ch
f44v,herbal,A,chcthy,ch
f44v,herbal,A,lchor,ch
f44v,herbal,A,shol,sh
f45r,herbal,A,shay,sh
f45r,herbal,A,shey,sh
f45r,herbal,A,char,ch
f45r,herbal,A,opchal,ch
f45r,herbal,A,ypchor,ch
f45r,herbal,A,ofchar,ch
f45r,herbal,A,shor,sh
f45r,herbal,A,chol,ch
f45r,herbal,A,chol,ch
f45r,herbal,A,chcthy,ch
f45r,herbal,A,kchol,ch
f45r,herbal,A,chaiin,ch
f45r,herbal,A,cham,ch
f45r,herbal,A,sho,sh
f45r,herbal,A,pchor,ch
f45r,herbal,A,kchey,ch
f45r,herbal,A,opchaldy,ch
f45r,herbal,A,otshy,sh
f45r,herbal,A,qokchy,ch
f45r,herbal,A,otchar,ch
f45r,herbal,A,okchar,ch
f45r,herbal,A,ytchody,ch
f45r,herbal,A,tcholol,ch
f45r,herbal,A,lchar,ch
f45r,herbal,A,tchol,ch
f45r,herbal,A,chain,ch
f45r,herbal,A,qotchol,ch
f45r,herbal,A,shar,sh
f45r,herbal,A,cheol,ch
f45r,herbal,A,okcho,ch
f45v,herbal,A,chko,ch
f45v,herbal,A,chey,ch
f45v,herbal,A,fsholom,sh
f45v,herbal,A,shor,sh
f45v,herbal,A,ykchy,ch
f45v,herbal,A,opchaiin,ch
f45v,herbal,A,chor,ch
f45v,herbal,A,okchol,ch
f45v,herbal,A,chom,ch
f45v,herbal,A,dyokchol,ch
f45v,herbal,A,qokchy,ch
f45v,herbal,A,cheol,ch
f45v,herbal,A,chy,ch
f45v,herbal,A,okchy,ch
f45v,herbal,A,shy,sh
f45v,herbal,A,choiin,ch
f45v,herbal,A,okchar,ch
f45v,herbal,A,otyshoto,sh
f45v,herbal,A,todytchdy,ch
f45v,herbal,A,cheg,ch
f45v,herbal,A,tchtcho,ch
f45v,herbal,A,kchol,ch
f45v,herbal,A,dshy,sh
f45v,herbal,A,tyolytchom,ch
f45v,herbal,A,yksheor,sh
f45v,herbal,A,sho,sh
f45v,herbal,A,pchomotor,ch
f45v,herbal,A,ychor,ch
f45v,herbal,A,chol,ch
f45v,herbal,A,ykchom,ch
f45v,herbal,A,dshor,sh
f45v,herbal,A,otshy,sh
f45v,herbal,A,chor,ch
f45v,herbal,A,ytchy,ch
f45v,herbal,A,dcholdy,ch
f46r,herbal,B,pcheocphy,ch
f46r,herbal,B,chety,ch
f46r,herbal,B,chepchx,ch
f46r,herbal,B,yfcheky,ch
f46r,herbal,B,shee,sh
f46r,herbal,B,shee,sh
f46r,herbal,B,sheeoly,sh
f46r,herbal,B,sheo,sh
f46r,herbal,B,chckhy,ch
f46r,herbal,B,sh,sh
f46r,herbal,B,sheet,sh
f46r,herbal,B,shedy,sh
f46r,herbal,B,sheckhy,sh
f46r,herbal,B,shor,sh
f46r,herbal,B,chey,ch
f46r,herbal,B,she,sh
f46r,herbal,B,dalshedy,sh
f46r,herbal,B,shee,sh
f46r,herbal,B,tshedar,sh
f46r,herbal,B,chol,ch
f46r,herbal,B,chckhy,ch
f46r,herbal,B,chekal,ch
f46r,herbal,B,chckhy,ch
f46r,herbal,B,sheky,sh
f46r,herbal,B,sheky,sh
f46r,herbal,B,shekeey,sh
f46r,herbal,B,shedy,sh
f46r,herbal,B,chdy,ch
f46r,herbal,B,shky,sh
f46r,herbal,B,qotsheod,sh
f46r,herbal,B,cheor,ch
f46r,herbal,B,shee,sh
f46r,herbal,B,ypchedy,ch
f46r,herbal,B,chdalor,ch
f46r,herbal,B,sheedy,sh
f46r,herbal,B,opchedy,ch
f46r,herbal,B,chdam,ch
f46r,herbal,B,shol,sh
f46r,herbal,B,ytchdy,ch
f46r,herbal,B,qokchdy,ch
f46r,herbal,B,chdy,ch
f46r,herbal,B,chedy,ch
f46r,herbal,B,chcthy,ch
f46r,herbal,B,dsheol,sh
f46r,herbal,B,chy,ch
f46r,herbal,B,chckhy,ch
f46r,herbal,B,shy,sh
f46r,herbal,B,shdy,sh
f46r,herbal,B,chky,ch
f46r,herbal,B,chody,ch
f46r,herbal,B,cheos,ch
f46r,herbal,B,chey,ch
f46r,herbal,B,tshdy,sh
f46r,herbal,B,shdy,sh
f46r,herbal,B,fchedy,ch
f46r,herbal,B,dyfchdy,ch
f46r,herbal,B,shol,sh
f46r,herbal,B,fchdy,ch
f46r,herbal,B,shky,sh
f46r,herbal,B,tchey,ch
f46r,herbal,B,shy,sh
f46r,herbal,B,chkal,ch
f46r,herbal,B,chd,ch
f46r,herbal,B,shdy,sh
f46r,herbal,B,sheol,sh
f46r,herbal,B,pchdair,ch
f46r,herbal,B,shd,sh
f46r,herbal,B,shep,sh
f46r,herbal,B,shdy,sh
f46r,herbal,B,qopchdy,ch
f46r,herbal,B,shear,sh
f46r,herbal,B,opdarshdy,sh
f46r,herbal,B,yfchedy,ch
f46r,herbal,B,techy,ch
f46r,herbal,B,sheockhy,sh
f46r,herbal,B,choky,ch
f46r,herbal,B,ches,ch
f46r,herbal,B,shey,sh
f46r,herbal,B,sheckhy,sh
f46r,herbal,B,chdy,ch
f46r,herbal,B,chckham,ch
f46r,herbal,B,shol,sh
f46r,herbal,B,chol,ch
f46r,herbal,B,otchealkar,ch
f46r,herbal,B,sholkshy,sh
f46r,herbal,B,cheol,ch
f46r,herbal,B,chdam,ch
f46r,herbal,B,shol,sh
f46v,herbal,B,lshed,sh
f46v,herbal,B,shedy,sh
f46v,herbal,B,opchedy,ch
f46v,herbal,B,oepchol,ch
f46v,herbal,B,yfchey,ch
f46v,herbal,B,tochsy,ch
f46v,herbal,B,ykchdy,ch
f46v,herbal,B,otchdy,ch
f46v,herbal,B,ytchey,ch
f46v,herbal,B,chockhdy,ch
f46v,herbal,B,chotal,ch
f46v,herbal,B,okalshdy,sh
f46v,herbal,B,shy,sh
f46v,herbal,B,shedy,sh
f46v,herbal,B,chedy,ch
f46v,herbal,B,chckhy,ch
f46v,herbal,B,chdal,ch
f46v,herbal,B,chckhdy,ch
f46v,herbal,B,chdody,ch
f46v,herbal,B,cham,ch
f46v,herbal,B,shckhefy,sh
f46v,herbal,B,shedy,sh
f46v,herbal,B,chdy,ch
f46v,herbal,B,chedy,ch
